TSI01~PNSK~TSI5092~IM~20090316~210004~75604																																																													
CLIENT CODE	INVOICE NUMBER	TAPE	INVOICE DATE	SHIPDATE	ORIGIN PORT	DESTINATION PORT	HOUSE AIRWAY BILL/FREIGHT BILL NUMBER	MASTER AIRWAY BILL	SHIPPER NAME	SHIPPER COMPANY	SHIPPER ADDRESS	SHIPPER CITY	SHIPPER STATE	SHIPPER POSTAL	SHIPPER COUNTRY CODE	RECEIVER NAME	RECEIVER COMPANY	RECEIVER ADDRESS	RECEIVER CITY	RECEIVER STATE	RECEIVER POSTAL	RECEIVER COUNTRY	REFERENCE 1	REFERENCE 2	BLANK	PIECES	DIM WEIGHT	WEIGHT	 BILLED AMOUNT 	SERVICE LEVEL	ACCESSORIAL CHARGE	ACCESSORIAL TYPE	ACCESSORIAL CHARGE	ACCESSORIAL TYPE	ACCESSORIAL CHARGE	ACCESSORIAL TYPE	ACCESSORIAL CHARGE	ACCESSORIAL TYPE	ACCESSORIAL CHARGE	ACCESSORIAL TYPE	ACCESSORIAL CHARGE	ACCESSORIAL TYPE	ACCESSORIAL CHARGE	ACCESSORIAL TYPE	ACCESSORIAL CHARGE	ACCESSORIAL TYPE	ACCESSORIAL CHARGE	ACCESSORIAL TYPE	ACCESSORIAL CHARGE	ACCESSORIAL TYPE	 FREIGHT CHARGE 	 CURRENCY CODE 	 POD DATE 	 POD TIME 	 POD NAME 	BOL NUMBER	INVOICE NUMBER	CARRIER ACCOUNT NUMBER	ZONE	WEIGHT UOM	CARRIER CODE
TSI5092	FM00104535		05/04/2024	04/29/2024			FM00104535-11		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE MILWAUKEE NORTH	1400 W SILVER SPRINGS DR	MILWAUKEE	WI	53209	US	Multiple			3		30	334.06	TL	24.89	FUE	24.89	DDO 	24.89	OCT	24.89	OFO 													309.17	USD	04/30/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	04/30/2024			FM00104535-12		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE MILWAUKEE NORTH	1400 W SILVER SPRINGS DR	MILWAUKEE	WI	53209	US	Multiple			2		20	334.06	TL	24.89	FUE	24.89	DDO 	24.89	OCT	24.89	OFO 													309.17	USD	05/01/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/01/2024			FM00104535-13		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE MILWAUKEE NORTH	1400 W SILVER SPRINGS DR	MILWAUKEE	WI	53209	US	Multiple			6		60	334.06	TL	24.89	FUE	24.89	DDO 	24.89	OCT	24.89	OFO 													309.17	USD	05/02/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/02/2024			FM00104535-14		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE MILWAUKEE NORTH	1400 W SILVER SPRINGS DR	MILWAUKEE	WI	53209	US	Multiple			5		50	334.06	TL	24.89	FUE	24.89	DDO 	24.89	OCT	24.89	OFO 													309.17	USD	05/03/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/03/2024			FM00104535-15		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE MILWAUKEE NORTH	1400 W SILVER SPRINGS DR	MILWAUKEE	WI	53209	US	Multiple			1		10	334.06	TL	24.89	FUE	24.89	DDO 	24.89	OCT	24.89	OFO 													309.17	USD	05/04/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	04/29/2024			FM00104535-16		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE ST PAUL	2490 MAPLEWOOD DR	MAPLEWOOD	MN	55109	US	Multiple			1		10	328.64	TL	24.48	FUE	24.48	DDO 	24.48	OCT	24.48	OFO 													304.16	USD	04/30/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	04/30/2024			FM00104535-17		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE ST PAUL	2490 MAPLEWOOD DR	MAPLEWOOD	MN	55109	US	Multiple			6		60	328.64	TL	24.48	FUE	24.48	DDO 	24.48	OCT	24.48	OFO 													304.16	USD	05/01/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/01/2024			FM00104535-18		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE ST PAUL	2490 MAPLEWOOD DR	MAPLEWOOD	MN	55109	US	Multiple			7		70	328.64	TL	24.48	FUE	24.48	DDO 	24.48	OCT	24.48	OFO 													304.16	USD	05/02/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/02/2024			FM00104535-19		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE ST PAUL	2490 MAPLEWOOD DR	MAPLEWOOD	MN	55109	US	Multiple			9		90	328.64	TL	24.48	FUE	24.48	DDO 	24.48	OCT	24.48	OFO 													304.16	USD	05/03/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/03/2024			FM00104535-20		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE ST PAUL	2490 MAPLEWOOD DR	MAPLEWOOD	MN	55109	US	Multiple			8		80	328.64	TL	24.48	FUE	24.48	DDO 	24.48	OCT	24.48	OFO 													304.16	USD	05/04/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	04/29/2024			FM00104535-21		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	MOTOR WERKS PORSCHE	1475 S BARRINGTON ROAD	BARRINGTON	IL	60010	US	Multiple			1		10	307.12	TL	22.88	FUE	22.88	DDO 	22.88	OCT	22.88	OFO 													284.24	USD	04/30/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	04/30/2024			FM00104535-22		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	MOTOR WERKS PORSCHE	1475 S BARRINGTON ROAD	BARRINGTON	IL	60010	US	Multiple			3		30	307.12	TL	22.88	FUE	22.88	DDO 	22.88	OCT	22.88	OFO 													284.24	USD	05/01/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/01/2024			FM00104535-23		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	MOTOR WERKS PORSCHE	1475 S BARRINGTON ROAD	BARRINGTON	IL	60010	US	Multiple			5		50	307.12	TL	22.88	FUE	22.88	DDO 	22.88	OCT	22.88	OFO 													284.24	USD	05/02/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/02/2024			FM00104535-24		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	MOTOR WERKS PORSCHE	1475 S BARRINGTON ROAD	BARRINGTON	IL	60010	US	Multiple			4		40	307.12	TL	22.88	FUE	22.88	DDO 	22.88	OCT	22.88	OFO 													284.24	USD	05/03/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/03/2024			FM00104535-25		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	MOTOR WERKS PORSCHE	1475 S BARRINGTON ROAD	BARRINGTON	IL	60010	US	Multiple			12		120	307.12	TL	22.88	FUE	22.88	DDO 	22.88	OCT	22.88	OFO 													284.24	USD	05/04/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	04/29/2024			FM00104535-26		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	LOEBER MOTORS	7101 N LINCOLN AVE	LINCOLNWOOD	IL	60712	US	Multiple			3		30	290.02	TL	21.61	FUE	21.61	DDO 	21.61	OCT	21.61	OFO 													268.41	USD	04/30/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	04/30/2024			FM00104535-27		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	LOEBER MOTORS	7101 N LINCOLN AVE	LINCOLNWOOD	IL	60712	US	Multiple			5		50	290.02	TL	21.61	FUE	21.61	DDO 	21.61	OCT	21.61	OFO 													268.41	USD	05/01/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/01/2024			FM00104535-28		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	LOEBER MOTORS	7101 N LINCOLN AVE	LINCOLNWOOD	IL	60712	US	Multiple			6		60	290.02	TL	21.61	FUE	21.61	DDO 	21.61	OCT	21.61	OFO 													268.41	USD	05/02/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/02/2024			FM00104535-29		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	LOEBER MOTORS	7101 N LINCOLN AVE	LINCOLNWOOD	IL	60712	US	Multiple			8		80	290.02	TL	21.61	FUE	21.61	DDO 	21.61	OCT	21.61	OFO 													268.41	USD	05/03/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/03/2024			FM00104535-30		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	LOEBER MOTORS	7101 N LINCOLN AVE	LINCOLNWOOD	IL	60712	US	Multiple			19		190	290.02	TL	21.61	FUE	21.61	DDO 	21.61	OCT	21.61	OFO 													268.41	USD	05/04/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	04/29/2024			FM00104535-31		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE DOWNTOWN CHICAGO	570 W MONROE ST	CHICAGO	IL	60661	US	Multiple			2		20	279.03	TL	20.79	FUE	20.79	DDO 	20.79	OCT	20.79	OFO 													258.24	USD	04/30/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	04/30/2024			FM00104535-32		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE DOWNTOWN CHICAGO	570 W MONROE ST	CHICAGO	IL	60661	US	Multiple			8		80	279.03	TL	20.79	FUE	20.79	DDO 	20.79	OCT	20.79	OFO 													258.24	USD	05/01/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/01/2024			FM00104535-33		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE DOWNTOWN CHICAGO	570 W MONROE ST	CHICAGO	IL	60661	US	Multiple			5		50	279.03	TL	20.79	FUE	20.79	DDO 	20.79	OCT	20.79	OFO 													258.24	USD	05/02/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/02/2024			FM00104535-34		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE DOWNTOWN CHICAGO	570 W MONROE ST	CHICAGO	IL	60661	US	Multiple			15		150	279.03	TL	20.79	FUE	20.79	DDO 	20.79	OCT	20.79	OFO 													258.24	USD	05/03/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/03/2024			FM00104535-35		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE DOWNTOWN CHICAGO	570 W MONROE ST	CHICAGO	IL	60661	US	Multiple			1		10	279.03	TL	20.79	FUE	20.79	DDO 	20.79	OCT	20.79	OFO 													258.24	USD	05/04/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	04/29/2024			FM00104535-36		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE OF THE FOX VALLEY	2986 VICTORY LANE	APPLETON	WI	54913	US	Multiple			1		10	278.83	TL	20.77	FUE	20.77	DDO 	20.77	OCT	20.77	OFO 													258.06	USD	04/30/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/01/2024			FM00104535-37		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE OF THE FOX VALLEY	2986 VICTORY LANE	APPLETON	WI	54913	US	Multiple			1		10	278.83	TL	20.77	FUE	20.77	DDO 	20.77	OCT	20.77	OFO 													258.06	USD	05/02/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/02/2024			FM00104535-38		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE OF THE FOX VALLEY	2986 VICTORY LANE	APPLETON	WI	54913	US	Multiple			2		20	278.83	TL	20.77	FUE	20.77	DDO 	20.77	OCT	20.77	OFO 													258.06	USD	05/03/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	04/29/2024			FM00104535-39		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	THE PORSCHE EXCHANGE	2300 SKOKIE VALLEY ROAD	HIGHLAND PARK	IL	60035	US	Multiple			5		50	277.12	TL	20.65	FUE	20.65	DDO 	20.65	OCT	20.65	OFO 													256.47	USD	04/30/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	04/30/2024			FM00104535-40		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	THE PORSCHE EXCHANGE	2300 SKOKIE VALLEY ROAD	HIGHLAND PARK	IL	60035	US	Multiple			6		60	277.12	TL	20.65	FUE	20.65	DDO 	20.65	OCT	20.65	OFO 													256.47	USD	05/01/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/01/2024			FM00104535-41		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	THE PORSCHE EXCHANGE	2300 SKOKIE VALLEY ROAD	HIGHLAND PARK	IL	60035	US	Multiple			12		120	277.12	TL	20.65	FUE	20.65	DDO 	20.65	OCT	20.65	OFO 													256.47	USD	05/02/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/02/2024			FM00104535-42		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	THE PORSCHE EXCHANGE	2300 SKOKIE VALLEY ROAD	HIGHLAND PARK	IL	60035	US	Multiple			5		50	277.12	TL	20.65	FUE	20.65	DDO 	20.65	OCT	20.65	OFO 													256.47	USD	05/03/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/03/2024			FM00104535-43		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	THE PORSCHE EXCHANGE	2300 SKOKIE VALLEY ROAD	HIGHLAND PARK	IL	60035	US	Multiple			14		140	277.12	TL	20.65	FUE	20.65	DDO 	20.65	OCT	20.65	OFO 													256.47	USD	05/04/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	04/29/2024			FM00104535-44		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	NAPLETON WESTMONT PORSCHE	201 E OGDEN AVE	WESTMONT	IL	60559	US	Multiple			1		10	265.57	TL	19.79	FUE	19.79	DDO 	19.79	OCT	19.79	OFO 													245.78	USD	04/30/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	04/30/2024			FM00104535-45		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	NAPLETON WESTMONT PORSCHE	201 E OGDEN AVE	WESTMONT	IL	60559	US	Multiple			5		50	265.57	TL	19.79	FUE	19.79	DDO 	19.79	OCT	19.79	OFO 													245.78	USD	05/01/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/01/2024			FM00104535-46		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	NAPLETON WESTMONT PORSCHE	201 E OGDEN AVE	WESTMONT	IL	60559	US	Multiple			5		50	265.57	TL	19.79	FUE	19.79	DDO 	19.79	OCT	19.79	OFO 													245.78	USD	05/02/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/02/2024			FM00104535-47		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	NAPLETON WESTMONT PORSCHE	201 E OGDEN AVE	WESTMONT	IL	60559	US	Multiple			15		150	265.57	TL	19.79	FUE	19.79	DDO 	19.79	OCT	19.79	OFO 													245.78	USD	05/03/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/03/2024			FM00104535-48		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	NAPLETON WESTMONT PORSCHE	201 E OGDEN AVE	WESTMONT	IL	60559	US	Multiple			19		190	265.57	TL	19.79	FUE	19.79	DDO 	19.79	OCT	19.79	OFO 													245.78	USD	05/04/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	04/29/2024			FM00104535-49		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE ORLAND PARK	8760 W 159TH ST	ORLAND PARK	IL	60462	US	Multiple			1		10	254.14	TL	18.93	FUE	18.93	DDO 	18.93	OCT	18.93	OFO 													235.21	USD	04/30/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	04/30/2024			FM00104535-50		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE ORLAND PARK	8760 W 159TH ST	ORLAND PARK	IL	60462	US	Multiple			4		40	254.14	TL	18.93	FUE	18.93	DDO 	18.93	OCT	18.93	OFO 													235.21	USD	05/01/2024		UNKNOWN		FM00104535			LB	PNSK
TSI5092	FM00104535		05/04/2024	05/01/2024			FM00104535-51		PORSCHE	ATLANTA PORSCHE LOGISTICS	4091 SOUTHMEADOW PARKWAY WEST	ATLANTA	GA	30349	US	PARTS MGR	PORSCHE ORLAND PARK	8760 W 159TH ST	ORLAND PARK	IL	60462	US	Multiple			6		60	254.14	TL	18.93	FUE	18.93	DDO 	18.93	OCT	18.93	OFO 													235.21	USD	05/02/2024		UNKNOWN		FM00104535			LB	PNSK
